publishDate,eventDate,time,location,money,column
2011-06-26,Jun 22,,pier 60,,"Catholic Charities of Brooklyn and Queens honored Richard J. Smyth, a vice president of JetBlue Airways, at a dinner at Pier 60, Manhattan."
2011-06-26,Jun 22,,,,"A fashion show at the TimesCenter benefited What Better Looks Like."
2011-06-26,Jun 20,,waldorf-astoria,,"The Hospital for Special Surgery honored Indra Nooyi, the chairwoman of PepsiCo, and Dr. Joseph M. Lane, chief of the hospital's metabolic bone disease service, at the Waldorf-Astoria. Brian Williams of 'NBC Nightly News' had the audience laughing with a slide presentation of X-rays of his joints."
2011-06-26,Jun 23,,,,"At the Mikimoto salon, the Asian Cultural Council initiated Arts in Action-Japan to assist artists and cultural scholars whose works and materials were destroyed by the earthquake."
2011-06-26,Jun 20,,,,"The Floating Hospital celebrated its 145th year with a reception at the Central Park Zoo."
2011-06-05,May 31,,gotham hall,,"The Museum at Eldridge Street, a Former Synagogue That Was Established in 1887 As a Spiritual Home for Jewish Immigrants, Held an Awards Dinner at Gotham Hall."
2011-06-05,Jun 1,,central park boathouse,,"The Central Park Conservancy Gave Its Annual Taste of Summer at the Bandshell in Central Park. The Event Featured Tables by 26 of the City's Top Restaurants."
2011-06-05,Jun 1,,cipriani 42nd street,,"The Sesame Workshop's Annual Benefit Dinner at Cipriani 42nd Street. The Group Helps Fight a Number of Childhood Illnesses Around the World."
2011-06-05,Jun 1,,gotham hall,,"The Gordon Parks Foundation Held an Awards Dinner and Auction at Gotham Hall."
2011-06-05,Jun 2,,new york botanical garden,,"The New York Botanical Garden Had a Dinner and Dance Highlighting 'Gardens of the Alhambra.'"
2011-06-12,Jun 7,,metropolitan museum of art,,"The Battery Conservancy Celebrated the Transformation of Battery Park and Its New Urban Farm at State and Pearl Streets. Guests Dined in a Tent Next to the Farm, Which Is Fenced with Bamboo That has Been Repurposed From Doug and Mike Starn's 2010 'Big Bambu' Installation at the Metropolitan Museum of Art."
2011-06-12,Jun 7,,,,"The Brooklyn Botanic Garden Held Its Annual Awards Dinner Under a Tent at the Cherry Esplanade. The Evening Honored Shelby White, Martha A. Rubin and Majora Carter."
2011-06-12,Jun 3,,new york public library,,"More Than 600 Teenagers Attended the Annual Anti-Prom in Astor Hall of the New York Public Library. Students From the High School of Fashion Industries Presented a Show of Fashions Based On Their Costume Research at the City's Public Libraries."
2011-06-12,Jun 8,,joyce theater,,"The Opening Night Gala of Corbin-Dances Included a Performance of 'Shady' at the Joyce Theater. The Work Was Choreographed by Patrick Corbin."
2011-06-12,Jun 7,,gotham hall,$1117000,"New York City Outward Bound Gave an Awards Dinner at Gotham Hall. The 400 Guests Raised About $1,117,000."
2011-06-12,Jun 6,,pierre,,"The Awards Dinner of the Alzheimer's Association Was at the Pierre."
2011-06-12,Jun 8,,,,"The Lotus Circle and the Asia Foundation Honored Dr. David Ho of the Aaron Diamond Aids Research Center at the Boathouse in Central Park."
2011-06-12,Jun 9,,,,"The Wildlife Conservation Society at the Central Park Zoo."
2011-06-12,Jun 6,,lincoln center,,"The Council of Fashion Designers of America Presented Its Annual Awards at Alice Tully Hall in Lincoln Center."
2011-06-12,Jun 6,,583 park avenue,,"A Dinner-Dance at 583 Park Avenue, a Party Space, Benefited Hale House Center."
2011-06-12,Jun 8,,cipriani 42nd street,,"The Ymca of Greater New York Gave Its Annual Dodge Award Dinner at Cipriani 42nd Street. The Evening Honored Douglas L. Braunstein, the Chief Financial Officer of Jpmorgan Chase."
2011-06-19,Jun 13,,waldorf,,"Prep for Prep, Whichhelps Send Outstanding Students to Private Schools, Gave a Graduation Dinner."
2011-06-19,Jun 13,,,,"The Juilliard School Presented an Adaptation with Music of 'the Tempest,' Followed by a Dinner for 245 Guests On Stage."
2011-06-19,Jun 15,,joyce theater,,"Rioult Performed at the Joyce Theater. A Dinner for More Than 200 Guests Followed."
2011-06-19,Jun 15,,,,"Lighthouse International Dedicated Its New Ethel and Samuel J. Lefrak School and Children's Services Programs at the Lighthouse, East 59th Street, Followed by Lunch at Le Cirque."
2011-06-19,Jun 15,,plaza,,"The Women's Forum of New York Honored Evelyn H. Lauder and Diana L. Taylor at the Plaza."
2011-06-19,Jun 13,,,,"Citymeals-On-Wheels' Tasting at Rockefeller Center Featured Chefs Representing About 40 Restaurants and Almost a Dozen Wineries."
2011-06-19,Jun 16,,pierre,,"The Police Athletic League Held Its 39th Annual Superstar Dinner at the Pierre. The Evening Honored John A. Catsimatidis of the Red Apple Group."
2011-06-19,Jun 14,,583 park avenue,,"The Awards Dinner of the 'I Have a Dream' Foundation Was at 583 Park Avenue. The Organization Was Founded by Eugene M. Lang."
2011-07-03,Jun 25,,venetian theater,,"The Opening Night Gala of the Caramoor International Music Festival in Katonah, N.Y., Had a Nautical Theme, in Keeping with Gilbert and Sullivan's 'H. M. S. Pinafore,' Which Was Performed in the Venetian Theater."
2011-07-03,Jun 28,,chelsea piers,,"The Bedford Stuyvesant Restoration Corporation Honored Lloyd C. Blankfein, the Chairman of Goldman Sachs, and Hill Harper, the Actor and Author, at Chelsea Piers: Pier"
2011-07-03,Jun 27,,lincoln center,,"The Opening Night of Midsummer Night Swing, the Outdoor Public Dancing at Lincoln Center, Honored Daisy and Paul Soros for 18 Years of Supporting 1940s- and '50s-Style Big Band Dancing. The Evening Had a Nautical Theme."
2011-07-10,Jun 25,,,,"Governors Island Was the Setting for a Jazz Age-Style Lawn Party with Music by Michael Arenella. Many of the Guests' Clothes Suggested the Era, and One Group Pitched a '20s-Style Tent."
2011-07-10,Jul 7,,,,"The Summer Colony of Newport, R.I., Turned Out in Force to Honor Noreen Stonor Drexel for Her Work On Behalf of Newport Hospital. The Event Took Place at Wakehurst, an 1887 Summer House Modeled After an Elizabethan Manor, Now Part of the Campus of Salve Regina University."
2011-07-17,Jul 12,,frick,,"The Frick Collection's Annual Summer Party Moved From the Fifth Avenue Lawn to the 70th Street Garden. The Galleries Were Open, and Guests Took in 'in a New Light: Bellini's St. Francis in the Desert' and 'Turkish Taste in the Court of Marie-Antoinette.'"
2011-07-17,Jul 12,,,,"The Madison Square Park Conservancy Held Its Annual Food Tasting, with Chefs From 26 Nearby Restaurants Participating. The Conservancy Raises All the Money Necessary to Operate the Park, Including the Expenses Engendered by Horticulture, Maintenance, Security and Cultural Programs."
2011-07-17,Jul 11,,metropolitan opera,,"The White Nights Foundation of America Celebrated the Opening-Night Performance of the Mariinsky Ballet in 'Anna Karenina' at the Metropolitan Opera."
2011-07-17,Jul 9,,parrish art museum,,"The Parrish Art Museum Had Its Annual Benefit at Its Longtime Home On Jobs Lane in Southampton, N.Y. Next Summer's Party Is Expected to Take Place in Its New Building in Nearby Water Mill."
2011-07-17,Jul 14,,lincoln center,,"Lincoln Center's Midsummer Night Swing Had a Bastille Day Theme."
2011-07-24,Jul 16,,,,"Longhouse Reserve, the Sculpture Garden in East Hampton, N.Y., Celebrated the 20th Anniversary of Its Opening to the Public. The Requested Dress Was Blue with White Accents, and a Boat Bearing Blue Blown-Glass Sculptures by Dale Chihuly Floated in the Lotus Pond. Brought to Mind Was the 1913 Dedication Fete for the Blue Garden in Newport, R.I."
2011-07-24,Jul 17,,,$88000,"The Annual Garden Party of the Monmouth County Historical Association Took Place at the Home of Ann and Thomas Unterberg in Rumson, N.J. The 390 Guests Raised About $88,000."
2011-07-31,Jul 21,,,,"The Prospect Park Alliance Junior Committee Had Its Annual Summer Benefit in Brooklyn at the Park's Boathouse."
2011-07-31,Jul 19,,,,"Renaud Dutreil, the Chairman of the North American Unit of Lvmh, Gave a Screening of the Documentary 'Invisible Beauty,' by Bethann Hardison."
2011-07-31,Jul 24,,,,"The Fitch's Corner Horse Trials Had Its Benefit Luncheon in Millbrook, N.Y."
2011-07-31,Jul 26,,,,"Arnold Scaasi and Parker Ladd Celebrated 50 Years Together with a Party at Le Cirque (an Article About the Event Is On Page 12)."
2011-08-28,Aug 21,,,,"Aug 21: The Annual 9/11 Memorial Motorcycle Ride Included More Than 1,700 Riders. The Participants Visited All Three Disaster Sites, Beginning On"
2011-08-28,Aug 12,,guild hall,,"Guild Hall in East Hampton, N.Y., Treated Guests to Dinner at a Nearby House."
2011-08-28,Aug 17,,museum at the fashion institute of technology,,"The Annual Summer Party of the Couture Council of the Museum at the Fashion Institute of Technology Took Place in the Party Space at the Loeb Boathouse in Central Park."
2011-08-28,Aug 11,,museum of the city of new york,,"The Young Members Circle of the Museum of the City of New York Gave a Party On the Museum's Fifth Avenue Terrace."
2011-08-07,Jul 30,,donna karan,,"A 'Garage Sale' with About 200 Designers Was Held in Water Mill, N.Y. It Was the 14th Annual Super Saturday, with Booths Set Up in the Open Fields, to Benefit the Ovarian Cancer Research Fund."
2011-08-07,Jul 30,,,,"The Watermill Center Had Its Annual Benefit, This Year Called Voluptuous Panic. Eighty Summer Participants Studying Under the Impresario Robert Wilson Created More Than 20 Wildly Imaginative Installations. It Drew 1,100 Guests; 650 Stayed for Dinner and Dancing."
2011-08-14,Aug 6,,four seasons,,"The Preservation Society of Newport County Gave a Dinner-Dance at the Elms in Newport, R.I., Built in 1901 by Edward Julius Berwind. The Event Will Aid the Conversion of the Stable and Carriage House Buildings Into a Research Center and Residence for Scholars of Newport's Architectural and Cultural History."
2011-08-14,Aug 5,,,,"The Newport Jazz Festival Opened at the International Tennis Hall of Fame."
2011-08-14,Aug 6,,four seasons,,"The Preservation Society of Newport County Gave a Dinner-Dance at the Elms in Newport, R.I., Built in 1901 by Edward Julius Berwind. The Event Will Aid the Conversion of the Stable and Carriage House Buildings Into a Research Center and Residence for Scholars of Newport's Architectural and Cultural History."
2011-08-14,Aug 5,,,,"The Newport Jazz Festival Opened at the International Tennis Hall of Fame."
2011-08-21,Aug 4,,,,"The Ragtime Ball Is Held at Glen Manor House, a 1920 Mansionin Portsmouth, R.I."
2011-08-21,Aug 1,,,,"An 1890's Ball at the Rogerwilliams Park Casino in Providence."
2011-08-21,Aug 3,,,,"A 19th-Century Ball at Ochre Court in Newport."
2011-08-21,Aug 2,,,,"The Guests Dressed for a Showing of Silent Films."
2011-08-21,Aug 4,,,,"Joan Degusto, a Dress Maker and Designer From Charlemont, Mass., Started Making Her Dress for the Ragtime Ball at 3 P.M. Her Work Was Reminiscent of the Feminine Touch of the 1910-1920 London Designer Lucille."
2011-10-02,Sep 22,,ralph lauren,$4 million,"The New York City Ballet Had a Gala for the Premiere of 'Ocean's Kingdom,' with a Score by Paul Mccartney and Choreography by Peter Martins. Mr. Mccartney's Daughter Stella Designed the Costumes. Dinner Followed, and the Evening Raised $4 Million."
2011-10-02,Sep 26,,plaza,,"The American Theater Wing, Which Awards the Tonys with the Broadway League, Gave Its Annual Gala, at the Plaza."
2011-10-02,Sep 26,,metropolitan opera,$5.3 million,"The Metropolitan Opera's Opening Night, Known for Its Splendor On Both Sides of the Orchestra Pit, Featured the Company's First Production of 'Anna Bolena,' the Donizetti Work From 1830. A Dinner for 1,100 Guests Followed, with the Evening Raising $5.3 Million."
2011-09-11,Sep 4,,,,"At the Hampton Classic Horse Show, Events Ranged From Lead-Line Classes for the Pigtailed Set, Top Row, to an Elaborate Lunch in the Tents. Guests at the Table Designed by Steven Gambrel,"
2011-09-11,Sep 7,,,,"The International Center for Photography's Exhibition 'Harper's Bazaar: A Decade of Style' Was Accompanied by a Book."
2011-09-11,Sep 7,,cipriani wall street,,"An Awards Dinner Benefiting the National  September 11 Memorial and Museum Took Place at Cipriani Wall Street."
2011-09-11,Sep 7,,lincoln center,,"Valentino Received the Couture Council Award at Lincoln Center. Many of the Guests Wore the Designer's Favorite Red."
2011-09-18,Sep 13,,,,"A Preview of the Exhibition 'Hats: An Anthology by Stephen Jones' Took Place at the Bard Graduate Center, at 18 West 86th Street. Many Guests Followed the 'Dress Your Head' Dictate. The Show Is a Collaboration Between the Victoria & Albert Museum and Mr. Jones, the British Milliner, Who Was Its Curator. Included in the Show, Which Runs Through Apr 15, Are: 1., a Photo of the Queen Mother; and 3., a Reproduction of Mr. Jones's Atelier."
2011-09-18,Sep 15,,museum at the fashion institute of technology,,"The Museum at the Fashion Institute of Technology, at Seventh Avenue and West 27th Street, Previewed an Exhibition of About 100 Garments Owned by Daphne Guinness. Ms. Guinness, a Member of the Brewing Family and Former Wife of Spyros Niarchos, Is a Collector of Designer Flights of Fancy and Is Known for Carrying Them Off with Flair."
2011-09-18,Sep 14,,american museum of natural history,,"Lewis Cullman Gave a Birthday Party for His Wife, Louise Hirschfeld Cullman, at the American Museum of Natural History. Dinner for 160 Friends Took Place in the Cullman Hall of the Universe."
2011-09-25,Sep 20,,new york public library,$25000,"The Fall Dinner of the President's Council of the New York Public Library Included a Conversation Between the Library's New President, Anthony W. Marx, and Jon Meacham. Council Members Annually Contribute $25,000 or More for Essential Operating Needs."
2011-09-25,Sep 20,,cipriani 42nd street,,"New Yorkers for Children Gave a Dinner Benefiting Youth in Foster Care."
2011-09-25,Sep 19,,,,"A Dinner Honored Paul Volcker and Robert Menschel and the Establishment of the Volcker Chair in Behavioral Economics at the Maxwell School at Syracuse."
2011-09-25,Sep 21,,st. regis,,"The Harlem Educational Activities Fund Honored Richard J. Mack at the St. Regis."
